pair_id,source_id,tier,source_repo,repo_commit,redirect_file,old_url_path,new_url_path,status_code,rule_type,included_in_core_eval,raw_rule,raw_source,raw_target,conditions
96280969c2b10bf7aec3,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/guides/api-rest/go-api/q/platform/ios,/swift/build-a-backend/restapi,301,unknown,false,"{""source"": ""/guides/api-rest/go-api/q/platform/ios/"", ""status"": ""301"", ""target"": ""/swift/build-a-backend/restapi/""}",/guides/api-rest/go-api/q/platform/ios/,/swift/build-a-backend/restapi/,
a2efabce244eb73d1dfa,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/guides/api-rest/go-api/q/platform/js,/javascript/build-a-backend/restapi,301,unknown,false,"{""source"": ""/guides/api-rest/go-api/q/platform/js/"", ""status"": ""301"", ""target"": ""/javascript/build-a-backend/restapi/""}",/guides/api-rest/go-api/q/platform/js/,/javascript/build-a-backend/restapi/,
2f0064a9439df3fd5981,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/guides/api-rest/node-api/q/platform/android,/android/build-a-backend/restapi,301,unknown,false,"{""source"": ""/guides/api-rest/node-api/q/platform/android/"", ""status"": ""301"", ""target"": ""/android/build-a-backend/restapi/""}",/guides/api-rest/node-api/q/platform/android/,/android/build-a-backend/restapi/,
1bba5962ef3a1b7d7fc6,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/guides/api-rest/node-api/q/platform/ios,/swift/build-a-backend/restapi,301,unknown,false,"{""source"": ""/guides/api-rest/node-api/q/platform/ios/"", ""status"": ""301"", ""target"": ""/swift/build-a-backend/restapi/""}",/guides/api-rest/node-api/q/platform/ios/,/swift/build-a-backend/restapi/,
74abfa48c22681bc4a44,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/guides/api-rest/node-api/q/platform/js,/javascript/build-a-backend/restapi,301,unknown,false,"{""source"": ""/guides/api-rest/node-api/q/platform/js/"", ""status"": ""301"", ""target"": ""/javascript/build-a-backend/restapi/""}",/guides/api-rest/node-api/q/platform/js/,/javascript/build-a-backend/restapi/,
d0d704595990865f6c03,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/guides/api-rest/python-api/q/platform/android,/android/build-a-backend/restapi,301,unknown,false,"{""source"": ""/guides/api-rest/python-api/q/platform/android/"", ""status"": ""301"", ""target"": ""/android/build-a-backend/restapi/""}",/guides/api-rest/python-api/q/platform/android/,/android/build-a-backend/restapi/,
75081fc35cdb8fb49da4,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/guides/api-rest/python-api/q/platform/ios,/swift/build-a-backend/restapi,301,unknown,false,"{""source"": ""/guides/api-rest/python-api/q/platform/ios/"", ""status"": ""301"", ""target"": ""/swift/build-a-backend/restapi/""}",/guides/api-rest/python-api/q/platform/ios/,/swift/build-a-backend/restapi/,
1b131a61d526cb822dbd,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/guides/api-rest/python-api/q/platform/js,/javascript/build-a-backend/restapi,301,unknown,false,"{""source"": ""/guides/api-rest/python-api/q/platform/js/"", ""status"": ""301"", ""target"": ""/javascript/build-a-backend/restapi/""}",/guides/api-rest/python-api/q/platform/js/,/javascript/build-a-backend/restapi/,
825f7ce6b26a32f829a0,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/guides/authentication/custom-auth-flow/q/platform/js,/gen1/javascript/build-a-backend/auth/switch-auth,301,unknown,false,"{""source"": ""/guides/authentication/custom-auth-flow/q/platform/js/"", ""status"": ""301"", ""target"": ""/gen1/javascript/build-a-backend/auth/switch-auth/""}",/guides/authentication/custom-auth-flow/q/platform/js/,/gen1/javascript/build-a-backend/auth/switch-auth/,
4f03ce137407d0e326fa,aws_amplify_docs,tier1,aws-amplify/docs,23f0406663733992d4fb33405df34f1ef0cdd883,redirects.json,/guides/authentication/email-only-authentication/q/platform/js,/javascript/build-a-backend/auth/enable-sign-up,301,unknown,false,"{""source"": ""/guides/authentication/email-only-authentication/q/platform/js/"", ""status"": ""301"", ""target"": ""/javascript/build-a-backend/auth/enable-sign-up/""}",/guides/authentication/email-only-authentication/q/platform/js/,/javascript/build-a-backend/auth/enable-sign-up/,
